Width,Length,Bedrooms,Bathrooms,District,Province,Price
5.0,14.0,2,2,quan 10,tp ho chi minh,1300000000
5.0,14.0,4,3,phu nhuan,tp ho chi minh,7500000000
5.0,14.0,3,3,quan 7,tp ho chi minh,1300000000
7.0,10.0,3,4,ba dinh,ha noi,4500000000
7.0,10.0,8,8,bac tu liem,ha noi,4500000000
5.8,12.0,2,3,go vap,tp ho chi minh,7200000000
5.0,14.0,2,1,buon ma thuot,dak lak,1250000000
5.0,14.0,5,4,dong da,ha noi,25000000000
7.0,10.0,4,4,ba dinh,ha noi,8700000000
5.0,14.0,4,2,thu duc,tp ho chi minh,5900000000
5.0,14.0,4,3,quan 7,tp ho chi minh,6200000000
7.0,10.0,4,3,ha dong,ha noi,2350000000
7.0,10.0,6,4,cau giay,ha noi,11400000000
5.0,14.0,4,4,tay ho,ha noi,6900000000
5.0,14.0,5,5,quan 1,tp ho chi minh,10200000000
7.0,10.0,5,5,tay ho,ha noi,8200000000
5.0,14.0,4,3,dong da,ha noi,6550000000
5.0,14.0,5,5,tan binh,tp ho chi minh,8500000000
4.4,16.0,4,3,vung tau,ba ria-vung tau,6200000000
5.0,14.0,3,2,tan uyen,binh duong,1250000000
7.0,10.0,5,3,ba dinh,ha noi,15500000000
7.0,10.0,4,3,ha dong,ha noi,10600000000
7.0,10.0,3,4,dong da,ha noi,6700000000
3.5,20.0,3,3,ba dinh,ha noi,8400000000
5.0,14.0,3,4,ha long,quang ninh,2500000000
5.0,14.0,3,3,quan 5,tp ho chi minh,1150000000
7.0,10.0,3,3,hai ba trung,ha noi,5800000000
7.0,10.0,6,3,dong da,ha noi,5700000000
7.0,10.0,5,4,ha dong,ha noi,3600000000
7.0,10.0,4,3,ha dong,ha noi,8900000000
7.0,10.0,4,4,ba dinh,ha noi,16000000000
3.5,20.0,3,2,go vap,tp ho chi minh,3000000000
5.0,14.0,1,1,quan 7,tp ho chi minh,920000000
7.0,10.0,9,3,thanh xuan,ha noi,38000000000
5.0,14.0,3,4,thu duc,tp ho chi minh,7800000000
4.0,17.5,4,5,quan 3,tp ho chi minh,11500000000
7.0,10.0,4,4,hai ba trung,ha noi,18500000000
5.0,14.0,4,5,go vap,tp ho chi minh,8300000000
3.2,21.8,2,2,dong da,ha noi,5200000000
4.0,17.5,4,3,quan 6,tp ho chi minh,13000000000
7.0,10.0,3,3,dong da,ha noi,7500000000
5.0,14.0,5,5,quan 3,tp ho chi minh,15000000000
5.0,14.0,3,1,quan 12,tp ho chi minh,930000000
7.0,10.0,4,3,dong da,ha noi,9500000000
5.0,14.0,4,5,quan 3,tp ho chi minh,9450000000
5.0,14.0,2,2,quan 4,tp ho chi minh,950000000
5.0,14.0,4,3,quan 5,tp ho chi minh,9800000000
5.0,14.0,2,2,quan 7,tp ho chi minh,1500000000
5.0,14.0,2,2,quan 3,tp ho chi minh,1850000000
5.0,14.0,2,2,quan 7,tp ho chi minh,6800000000
7.0,10.0,6,3,hoan kiem,ha noi,7250000000
7.0,10.0,5,4,cau giay,ha noi,11500000000
5.0,14.0,2,2,thu duc,tp ho chi minh,1320000000
5.0,14.0,4,3,quan 12,tp ho chi minh,2150000000
4.0,17.5,3,2,phu nhuan,tp ho chi minh,2350000000
3.2,22.0,3,3,vung tau,ba ria-vung tau,3500000000
7.0,10.0,4,3,thanh xuan,ha noi,4200000000
5.0,14.0,2,2,da lat,lam dong,4950000000
5.0,14.0,2,2,chon thanh,binh phuoc,700000000
7.0,10.0,3,3,thanh xuan,ha noi,3800000000
7.0,10.0,3,3,dong da,ha noi,6000000000
7.0,10.0,4,3,bac tu liem,ha noi,3700000000
5.0,14.0,4,4,cau giay,ha noi,6300000000
7.0,10.0,4,5,hai ba trung,ha noi,12800000000
7.0,10.0,4,4,thu duc,tp ho chi minh,2570000000
5.0,14.0,2,2,ba dinh,ha noi,6900000000
4.0,17.5,5,7,binh thanh,tp ho chi minh,9499000000
7.0,10.0,5,3,dong da,ha noi,11400000000
5.0,14.0,3,2,thu duc,tp ho chi minh,1340000000
5.0,14.0,2,2,an duong,hai phong,860000000
7.0,10.0,4,4,dong da,ha noi,14000000000
4.0,17.5,3,2,tan phu,tp ho chi minh,7000000000
5.0,14.0,4,5,ben luc,long an,3000000000
5.0,14.0,3,4,tan phu,tp ho chi minh,7600000000
4.5,15.5,5,4,thuan an,binh duong,1600000000
5.0,14.0,3,2,quan 10,tp ho chi minh,1140000000
5.0,14.0,6,5,tay ho,ha noi,8800000000
7.0,10.0,2,2,hai ba trung,ha noi,5800000000
7.0,10.0,4,3,cau giay,ha noi,9000000000
5.0,14.0,5,3,binh thanh,tp ho chi minh,7400000000
7.0,10.0,6,4,hoang mai,ha noi,3700000000
4.0,17.5,1,1,go vap,tp ho chi minh,4950000000
5.0,14.0,8,8,nam tu liem,ha noi,4800000000
5.0,14.0,4,3,son tra,da nang,6300000000
7.0,10.0,4,3,quan 10,tp ho chi minh,8700000000
4.0,17.5,4,3,binh thanh,tp ho chi minh,5700000000
5.0,14.0,2,2,thu duc,tp ho chi minh,2700000000
5.0,14.0,3,4,tan binh,tp ho chi minh,5500000000
5.0,14.0,3,3,tan binh,tp ho chi minh,5500000000
4.5,15.5,4,3,ben tre,ben tre,2462000000
4.2,16.6,4,4,nam tu liem,ha noi,4500000000
5.2,13.4,4,4,thanh xuan,ha noi,9600000000
5.0,14.0,4,3,ninh kieu,can tho,5489000000
5.0,14.0,4,3,quan 3,tp ho chi minh,12700000000
7.0,10.0,4,3,hai ba trung,ha noi,19000000000
7.0,10.0,2,9,thanh xuan,ha noi,25000000000
5.0,14.0,4,4,cau giay,ha noi,10700000000
4.0,17.5,2,1,ninh kieu,can tho,1900000000
7.0,10.0,5,5,ha dong,ha noi,14300000000
5.0,14.0,4,3,thu duc,tp ho chi minh,2100000000
5.0,14.0,4,3,quan 7,tp ho chi minh,4900000000
4.0,17.5,2,1,quan 12,tp ho chi minh,1020000000
3.5,20.0,4,4,quan 4,tp ho chi minh,6000000000
5.0,14.0,2,2,quan 3,tp ho chi minh,1400000000
5.0,14.0,4,3,long bien,ha noi,2500000000
4.0,17.5,2,2,hoang mai,ha noi,3200000000
7.0,10.0,6,3,dong da,ha noi,8800000000
7.0,10.0,2,3,nam tu liem,ha noi,3700000000
5.0,14.0,4,3,ha dong,ha noi,3800000000
5.0,14.0,2,2,binh thanh,tp ho chi minh,970000000
7.0,10.0,4,3,cau giay,ha noi,7500000000
5.0,14.0,3,3,quan 10,tp ho chi minh,1400000000
3.5,20.0,3,2,go vap,tp ho chi minh,2990000000
5.0,14.0,4,3,go vap,tp ho chi minh,6800000000
5.0,14.0,10,3,quan 1,tp ho chi minh,10900000000
4.1,17.0,2,3,thu duc,tp ho chi minh,3800000000
5.0,14.0,2,2,quan 5,tp ho chi minh,1400000000
5.0,14.0,2,2,quan 12,tp ho chi minh,3100000000
5.0,14.0,3,2,hai chau,da nang,2300000000
5.0,14.0,3,3,quan 12,tp ho chi minh,1500000000
5.0,14.0,4,4,ha dong,ha noi,7000000000
5.0,14.0,5,5,tay ho,ha noi,5700000000
5.0,14.0,2,1,hoc mon,tp ho chi minh,1900000000
7.0,10.0,4,3,cau giay,ha noi,39500000000
7.0,10.0,12,7,cau giay,ha noi,9500000000
5.0,14.01,2,1,quan 12,tp ho chi minh,1250000000
5.0,14.0,2,2,thu duc,tp ho chi minh,5500000000
7.0,10.0,3,4,cau giay,ha noi,5500000000
5.0,14.0,4,5,thu duc,tp ho chi minh,8136000000
5.0,14.0,3,3,nam tu liem,ha noi,5800000000
4.4,16.0,6,5,tan binh,tp ho chi minh,9000000000
7.0,10.0,4,3,ba dinh,ha noi,9200000000
7.0,10.0,2,3,ha dong,ha noi,19500000000
5.0,14.0,4,3,go vap,tp ho chi minh,1230000000
7.0,10.0,4,3,ha dong,ha noi,8780000000
5.0,14.0,4,4,cau giay,ha noi,9300000000
7.0,10.0,4,3,dong da,ha noi,5700000000
7.0,10.0,27,3,cau giay,ha noi,28000000000
5.0,14.0,4,3,ha long,quang ninh,2900000000
7.0,10.0,5,4,dong da,ha noi,11000000000
5.0,14.0,2,2,quan 3,tp ho chi minh,1300000000
4.5,15.5,4,4,nam tu liem,ha noi,6500000000
7.0,10.0,3,3,thanh xuan,ha noi,3250000000
5.5,12.7,4,3,thanh xuan,ha noi,8500000000
5.0,14.0,3,2,quan 10,tp ho chi minh,1120000000
7.0,10.0,4,3,hai ba trung,ha noi,3600000000
7.0,10.0,12,3,cau giay,ha noi,7000000000
5.0,14.0,2,3,tan binh,tp ho chi minh,6600000000
5.0,14.0,9,9,quan 12,tp ho chi minh,11000000000
5.1,13.75,3,3,quan 5,tp ho chi minh,1180000000
5.0,14.0,3,3,tan binh,tp ho chi minh,7200000000
3.5,20.0,4,3,tan binh,tp ho chi minh,15400000000
3.7,19.0,4,3,quan 10,tp ho chi minh,7900000000
7.0,10.0,4,3,ba dinh,ha noi,5800000000
7.0,10.0,1,3,cau giay,ha noi,8700000000
7.0,10.0,4,3,dong da,ha noi,12500000000
5.0,14.0,2,2,phu nhuan,tp ho chi minh,1350000000
4.85,14.5,3,3,vung tau,ba ria-vung tau,6800000000
5.0,14.0,2,2,quan 1,tp ho chi minh,3370000000
7.0,10.0,16,3,thanh xuan,ha noi,26000000000
5.0,14.0,2,2,quan 11,tp ho chi minh,6000000000
5.0,14.0,6,3,tay ho,ha noi,4800000000
5.0,14.0,3,3,quan 11,tp ho chi minh,5800000000
5.0,14.0,3,2,quan 3,tp ho chi minh,1400000000
5.1,13.8,3,2,binh thuy,can tho,2600000000
5.0,14.0,2,2,quan 5,tp ho chi minh,1200000000
5.0,13.9,3,2,binh tan,tp ho chi minh,1650000000
5.0,14.0,3,2,quan 7,tp ho chi minh,1300000000
7.0,10.0,4,1,hai ba trung,ha noi,65000000000
7.0,10.0,5,2,thu duc,tp ho chi minh,3350000000
5.0,14.0,4,3,can giuoc,long an,850000000
7.0,10.0,6,3,ba dinh,ha noi,22000000000
7.0,10.0,3,3,ba dinh,ha noi,14000000000
7.0,10.0,10,10,tay ho,ha noi,12000000000
7.0,10.0,6,4,cau giay,ha noi,9000000000
7.0,10.0,5,3,dong da,ha noi,16900000000
5.0,14.0,4,3,nam tu liem,ha noi,5000000000
3.5,20.0,16,3,ba dinh,ha noi,17000000000
5.0,14.0,2,1,binh thanh,tp ho chi minh,890000000
10.0,7.0,4,3,thanh xuan,ha noi,4800000000
5.0,14.0,4,4,ben luc,long an,2700000000
5.0,14.0,6,4,go vap,tp ho chi minh,5650000000
5.0,14.0,4,3,quan 4,tp ho chi minh,760000000
7.0,10.0,4,3,hoang mai,ha noi,4200000000
7.0,10.0,4,3,ba dinh,ha noi,23500000000
7.0,10.0,4,3,dong da,ha noi,5200000000
7.0,10.0,4,3,ha dong,ha noi,7900000000
4.0,17.5,3,3,hai chau,da nang,4350000000
3.6,19.4,6,5,ba dinh,ha noi,10500000000
7.0,10.0,4,5,vung tau,ba ria-vung tau,4900000000
4.0,17.5,3,2,cai rang,can tho,2350000000
5.0,14.0,2,2,quan 4,tp ho chi minh,850000000
3.5,20.0,3,3,quan 7,tp ho chi minh,6550000000
5.0,14.0,2,2,quan 10,tp ho chi minh,1450000000
7.3,9.6,4,3,thu duc,tp ho chi minh,4300000000
4.0,17.4,4,3,quan 1,tp ho chi minh,24000000000
7.0,10.0,4,5,dong da,ha noi,12500000000
5.0,14.0,2,1,chon thanh,binh phuoc,760000000
7.0,10.0,3,4,thu duc,tp ho chi minh,4700000000
7.0,10.0,13,3,dong da,ha noi,23000000000
7.0,10.0,27,3,nam tu liem,ha noi,10000000000
5.0,14.0,3,2,go vap,tp ho chi minh,3900000000
5.0,14.0,5,3,phu nhuan,tp ho chi minh,9300000000
7.0,10.0,4,3,hoan kiem,ha noi,65000000000
5.0,14.0,3,3,quan 7,tp ho chi minh,2000000000
4.0,17.5,10,10,thanh xuan,ha noi,18000000000
5.0,14.0,2,2,binh thanh,tp ho chi minh,980000000
5.0,14.0,4,3,quan 11,tp ho chi minh,1390000000
5.0,14.0,4,3,le chan,hai phong,2680000000
7.0,10.0,5,4,dong da,ha noi,4750000000
5.0,14.0,3,3,binh thanh,tp ho chi minh,1200000000
7.0,10.0,4,4,hoan kiem,ha noi,5850000000
5.0,14.0,3,3,quan 10,tp ho chi minh,4450000000
4.1,17.0,4,3,thu duc,tp ho chi minh,6200000000
4.2,16.6,4,3,vung tau,ba ria-vung tau,6500000000
5.0,14.0,4,4,hue,thua thien-hue,8500000000
5.0,14.0,3,2,quan 3,tp ho chi minh,1100000000
5.0,14.0,4,3,nam tu liem,ha noi,5600000000
5.0,14.0,6,4,binh thanh,tp ho chi minh,9000000000
7.0,10.0,7,7,dong da,ha noi,19700000000
3.9,18.0,4,3,quan 5,tp ho chi minh,24800000000
7.0,10.0,3,2,thanh xuan,ha noi,3500000000
5.0,14.0,5,5,nam tu liem,ha noi,14800000000
7.0,10.0,27,3,nam tu liem,ha noi,11000000000
5.0,14.0,2,1,binh thuy,can tho,1350000000
5.0,14.0,2,2,thu duc,tp ho chi minh,965000000
7.0,10.0,10,3,hoang mai,ha noi,26900000000
7.0,10.0,4,3,ba dinh,ha noi,5950000000
5.0,14.0,4,3,quan 3,tp ho chi minh,1300000000
5.0,14.0,4,3,quan 1,tp ho chi minh,8600000000
4.0,17.5,2,2,binh chanh,tp ho chi minh,800000000
3.5,20.0,3,2,vung tau,ba ria-vung tau,3850000000
5.0,14.0,4,3,quan 3,tp ho chi minh,7850000000
5.0,14.0,4,3,cau giay,ha noi,13800000000
7.0,10.0,4,3,dong da,ha noi,6500000000
5.0,14.0,3,3,quan 10,tp ho chi minh,4500000000
4.2,16.7,3,2,nam dinh,nam dinh,1860000000
4.5,15.5,8,8,da lat,lam dong,7100000000
5.0,14.0,3,2,thu duc,tp ho chi minh,1330000000
4.0,17.5,4,3,hai chau,da nang,4600000000
7.0,10.0,4,3,ba dinh,ha noi,12700000000
7.0,10.0,5,3,ba dinh,ha noi,17900000000
4.0,17.5,4,5,thu duc,tp ho chi minh,6850000000
5.0,14.0,2,2,quan 3,tp ho chi minh,1360000000
4.0,17.5,3,2,ninh kieu,can tho,2950000000
5.0,14.0,2,1,hoc mon,tp ho chi minh,1400000000
7.0,10.0,2,2,thanh xuan,ha noi,3900000000
3.5,20.0,4,3,quan 4,tp ho chi minh,6000000000
5.0,14.0,4,3,quan 5,tp ho chi minh,1180000000
5.0,14.0,4,3,tan binh,tp ho chi minh,13500000000
4.4,16.0,1,1,tay ho,ha noi,6900000000
5.0,14.0,6,3,quan 12,tp ho chi minh,4500000000
5.0,14.0,4,4,ninh kieu,can tho,5000000000
5.0,14.0,4,3,ba dinh,ha noi,9000000000
5.0,14.0,4,5,binh thanh,tp ho chi minh,9500000000
4.0,17.5,5,5,tan phu,tp ho chi minh,9500000000
5.0,14.0,4,5,go vap,tp ho chi minh,7850000000
5.0,14.0,4,4,tay ho,ha noi,6700000000
5.0,14.0,3,3,ninh kieu,can tho,2990000000
5.8,12.0,3,2,quan 7,tp ho chi minh,5000000000
5.0,14.0,5,4,tay ho,ha noi,4400000000
5.0,14.0,4,3,binh thanh,tp ho chi minh,5300000000
4.4,16.0,4,2,tan phu,tp ho chi minh,5000000000
5.0,14.0,4,3,ninh kieu,can tho,5490000000
4.0,17.5,3,2,tan phu,tp ho chi minh,5500000000
5.0,14.0,6,5,nam tu liem,ha noi,9500000000
7.0,10.0,4,3,bac tu liem,ha noi,3820000000
5.0,14.0,2,1,hoc mon,tp ho chi minh,2100000000
5.0,14.0,4,5,quan 1,tp ho chi minh,1000000000
5.0,14.0,4,4,binh thanh,tp ho chi minh,5300000000
4.0,17.5,7,8,hai chau,da nang,6700000000
5.0,14.0,3,2,quan 8,tp ho chi minh,1420000000
7.0,10.0,4,3,thanh xuan,ha noi,15600000000
5.0,14.0,3,3,quan 1,tp ho chi minh,8500000000
4.1,17.0,4,3,tan binh,tp ho chi minh,7200000000
5.0,14.0,4,3,thu duc,tp ho chi minh,1720000000
3.4,20.5,4,5,quan 6,tp ho chi minh,3000000000
7.0,10.0,4,3,dong da,ha noi,7000000000
5.0,14.0,4,4,tan binh,tp ho chi minh,6700000000
5.0,14.0,4,3,binh tan,tp ho chi minh,1000000000
7.0,10.0,6,4,thanh xuan,ha noi,14000000000
7.0,10.0,3,3,cau giay,ha noi,7500000000
5.0,14.0,3,3,hoc mon,tp ho chi minh,1600000000
7.0,10.0,4,3,thanh xuan,ha noi,7300000000
7.0,10.0,4,3,hai ba trung,ha noi,3750000000
5.0,14.0,2,2,hai chau,da nang,4900000000
5.0,14.0,18,3,da lat,lam dong,24500000000
5.0,14.0,4,3,phu nhuan,tp ho chi minh,1220000000
4.5,15.5,4,5,cai rang,can tho,4400000000
5.0,14.0,5,5,quan 1,tp ho chi minh,12900000000
5.0,14.0,4,3,quan 10,tp ho chi minh,12300000000
4.5,15.5,3,3,cai rang,can tho,3850000000
5.0,14.0,3,2,quan 3,tp ho chi minh,960000000
7.0,10.0,8,8,dong da,ha noi,8100000000
7.0,10.0,4,3,nam tu liem,ha noi,17000000000
5.0,14.0,3,2,nam dinh,nam dinh,1650000000
5.0,14.0,4,3,tan binh,tp ho chi minh,13900000000
5.0,14.0,3,2,nam dinh,nam dinh,1550000000
4.0,17.5,6,6,binh thanh,tp ho chi minh,10000000000
3.5,20.0,3,3,hai chau,da nang,6200000000
3.5,20.0,5,5,quan 6,tp ho chi minh,12200000000
3.5,20.0,4,3,tan binh,tp ho chi minh,15500000000
4.0,17.5,4,4,binh thanh,tp ho chi minh,10800000000
5.0,14.0,2,2,thu duc,tp ho chi minh,3620000000
4.0,17.5,6,6,binh thanh,tp ho chi minh,12800000000
5.0,14.0,3,2,quan 11,tp ho chi minh,1250000000
7.0,10.0,4,3,nam tu liem,ha noi,30000000000
7.0,10.0,9,9,cau giay,ha noi,30000000000
5.0,14.0,2,3,quan 5,tp ho chi minh,925000000
5.0,14.0,2,2,go vap,tp ho chi minh,900000000
5.0,14.0,4,4,quan 12,tp ho chi minh,4500000000
6.0,11.62,6,6,quan 8,tp ho chi minh,6000000000
7.0,10.0,2,8,cau giay,ha noi,65000000000
4.0,17.5,4,3,binh thanh,tp ho chi minh,10000000000
4.0,17.4,4,4,tan phu,tp ho chi minh,8200000000
5.0,14.0,4,3,bien hoa,dong nai,2100000000
7.0,10.0,3,4,dong da,ha noi,6300000000
5.0,14.0,3,2,phu nhuan,tp ho chi minh,1250000000
7.0,10.0,3,3,nam tu liem,ha noi,3600000000
7.0,10.0,6,4,ba dinh,ha noi,5950000000
5.0,14.0,3,2,binh thanh,tp ho chi minh,1200000000
5.0,14.0,4,5,quan 1,tp ho chi minh,6500000000
7.0,10.0,5,3,ba dinh,ha noi,17200000000
5.0,14.0,3,3,quan 12,tp ho chi minh,1790000000
5.0,14.0,3,1,tan binh,tp ho chi minh,6400000000
5.0,14.0,4,4,di an,binh duong,2950000000
4.25,16.5,4,3,phu nhuan,tp ho chi minh,7000000000
5.0,14.0,4,3,go vap,tp ho chi minh,5500000000
5.0,14.0,4,4,ninh kieu,can tho,5490000000
4.4,16.0,2,2,tan binh,tp ho chi minh,9300000000
5.0,14.0,5,6,quan 1,tp ho chi minh,13500000000
5.0,14.0,4,4,ben luc,long an,3000000000
5.0,14.0,4,4,thuan an,binh duong,3500000000
7.0,10.0,6,4,hai ba trung,ha noi,8500000000
5.0,14.0,6,7,cau giay,ha noi,13500000000
5.0,14.0,3,2,binh thanh,tp ho chi minh,1240000000
5.0,14.0,2,2,hoc mon,tp ho chi minh,1050000000
7.0,10.0,3,3,hai ba trung,ha noi,4700000000
8.0,8.7,12,3,dong da,ha noi,9850000000
4.0,17.4,5,4,thanh hoa,thanh hoa,5000000000
7.0,10.0,3,3,dong da,ha noi,3100000000
5.0,14.0,3,3,tan binh,tp ho chi minh,5700000000
5.0,14.0,3,2,go vap,tp ho chi minh,5450000000
7.0,10.0,3,4,ba dinh,ha noi,5150000000
7.0,10.0,4,4,hoang mai,ha noi,6200000000
5.0,14.0,6,7,go vap,tp ho chi minh,5600000000
7.0,10.0,5,5,cau giay,ha noi,18000000000
7.0,10.0,3,3,ba dinh,ha noi,5700000000
7.0,10.0,4,3,ha dong,ha noi,2500000000
7.0,10.0,4,4,dong da,ha noi,12900000000
5.0,14.0,2,1,hoc mon,tp ho chi minh,1050000000
5.0,14.0,3,2,quan 5,tp ho chi minh,1350000000
4.0,17.5,6,3,hai ba trung,ha noi,7000000000
7.0,10.0,3,4,vung tau,ba ria-vung tau,4900000000
4.65,15.0,2,2,vung tau,ba ria-vung tau,4300000000
6.8,10.3,5,3,tay ho,ha noi,6000000000
5.8,12.0,6,7,quan 3,tp ho chi minh,14900000000
7.0,10.0,3,3,quan 10,tp ho chi minh,4500000000
5.0,14.0,6,6,quan 12,tp ho chi minh,4500000000
5.0,14.0,2,1,hoc mon,tp ho chi minh,850000000
5.0,14.0,3,1,quan 12,tp ho chi minh,5250000000
7.0,10.0,4,4,cau giay,ha noi,16500000000
3.8,18.5,10,3,quan 10,tp ho chi minh,7440000000
7.0,10.0,4,3,thanh xuan,ha noi,5200000000
5.0,14.0,4,5,tan phu,tp ho chi minh,7950000000
4.0,17.5,6,4,dong da,ha noi,10900000000
5.0,14.0,6,6,quan 1,tp ho chi minh,13900000000
5.0,14.0,2,2,binh thuy,can tho,2750000000
5.0,14.0,5,6,ha long,quang ninh,5600000000
3.5,20.0,4,3,vung tau,ba ria-vung tau,4450000000
7.0,10.0,4,4,ba dinh,ha noi,5950000000
5.0,14.0,6,5,thanh xuan,ha noi,9200000000
7.0,10.0,6,2,dong da,ha noi,15200000000
5.0,14.0,6,3,quan 1,tp ho chi minh,10500000000
5.0,14.0,4,4,tay ho,ha noi,6000000000
7.0,10.0,3,4,bac tu liem,ha noi,4000000000
5.0,14.0,4,3,tan binh,tp ho chi minh,13000000000
5.0,14.0,3,2,quan 8,tp ho chi minh,1350000000
7.0,10.0,15,3,hai ba trung,ha noi,29800000000
5.0,14.0,4,3,vung tau,ba ria-vung tau,4150000000
4.1,17.0,2,3,go vap,tp ho chi minh,6500000000
5.0,14.0,4,3,hue,thua thien-hue,8500000000
5.0,14.0,4,3,go vap,tp ho chi minh,930000000
5.0,14.0,2,1,phu nhuan,tp ho chi minh,1500000000
7.0,10.0,6,4,dong da,ha noi,17900000000
7.0,10.0,2,2,quan 7,tp ho chi minh,2300000000
5.0,14.0,2,2,quan 8,tp ho chi minh,1400000000
5.0,14.0,4,3,quan 8,tp ho chi minh,8410000000
7.0,10.0,4,4,cau giay,ha noi,7300000000
5.0,14.0,4,5,long bien,ha noi,6000000000
7.0,10.0,3,3,dong da,ha noi,5500000000
5.0,14.0,4,2,da lat,lam dong,2800000000
5.0,14.0,3,2,nam dinh,nam dinh,2050000000
4.1,17.1,4,3,thanh xuan,ha noi,16800000000
4.0,17.5,2,1,binh thuy,can tho,1950000000
7.0,10.0,6,5,ha dong,ha noi,13900000000
5.0,14.0,24,3,thanh xuan,ha noi,9000000000
5.0,14.0,4,5,thu duc,tp ho chi minh,6050000000
5.0,14.0,2,1,tan uyen,binh duong,750000000
5.0,14.0,4,3,chon thanh,binh phuoc,700000000
5.0,13.9,4,3,quan 11,tp ho chi minh,1450000000
7.0,10.0,4,3,cau giay,ha noi,5500000000
5.0,14.0,2,2,quan 12,tp ho chi minh,1500000000
5.0,14.0,4,3,quan 11,tp ho chi minh,1300000000
5.0,14.0,6,6,ba dinh,ha noi,11500000000
5.0,14.0,6,6,phu nhuan,tp ho chi minh,9300000000
5.0,14.0,3,2,vinh cuu,dong nai,750000000
4.0,17.5,3,3,vung tau,ba ria-vung tau,7500000000
7.0,10.0,4,3,ha dong,ha noi,7745000000
5.0,14.0,2,2,di an,binh duong,3900000000
7.0,10.0,11,3,thanh tri,ha noi,4700000000
5.0,14.0,5,5,go vap,tp ho chi minh,6600000000
5.0,14.0,4,3,quan 3,tp ho chi minh,1400000000
5.0,14.0,2,2,binh thanh,tp ho chi minh,869000000
7.0,10.0,4,3,dong da,ha noi,20000000000
3.5,20.0,6,6,cau giay,ha noi,7950000000
4.0,17.5,4,4,binh thanh,tp ho chi minh,9500000000
7.0,10.0,4,3,cau giay,ha noi,8000000000
7.0,10.0,3,3,thanh xuan,ha noi,2500000000
5.6,12.5,9,9,quan 3,tp ho chi minh,16000000000
7.0,10.0,3,3,ba dinh,ha noi,3000000000
7.0,10.0,4,3,bac tu liem,ha noi,3800000000
4.65,15.0,2,3,vung tau,ba ria-vung tau,4300000000
7.0,10.0,4,3,hai ba trung,ha noi,4500000000
5.0,14.0,4,3,ha long,quang ninh,2500000000
5.0,14.0,4,3,quan 10,tp ho chi minh,11000000000
5.0,14.0,3,2,thu duc,tp ho chi minh,11500000000
4.5,15.5,4,5,vung tau,ba ria-vung tau,6800000000
7.0,10.0,3,3,nam tu liem,ha noi,9000000000
5.0,14.0,2,1,quan 12,tp ho chi minh,820000000
4.5,15.5,4,3,quan 5,tp ho chi minh,14000000000
7.0,10.0,4,6,ba dinh,ha noi,10900000000
7.0,10.0,4,3,ba dinh,ha noi,15700000000
5.0,14.0,5,5,quan 1,tp ho chi minh,12800000000
5.0,14.0,4,3,thu duc,tp ho chi minh,2270000000
7.0,10.0,4,3,thanh xuan,ha noi,7100000000
7.0,10.0,4,4,dong da,ha noi,10900000000
5.0,14.0,4,3,binh thanh,tp ho chi minh,9000000000
10.0,7.0,4,4,vung tau,ba ria-vung tau,5200000000
7.0,10.0,4,4,hai ba trung,ha noi,3900000000
7.0,10.0,9,3,dong da,ha noi,6400000000
5.0,14.0,5,6,tan binh,tp ho chi minh,10700000000
3.5,20.0,2,2,vung tau,ba ria-vung tau,3850000000
7.0,10.0,4,3,dong da,ha noi,10800000000
5.0,14.0,3,3,quan 7,tp ho chi minh,10800000000
5.0,14.0,7,5,quan 1,tp ho chi minh,6800000000
7.0,10.0,3,4,thanh xuan,ha noi,7000000000
4.0,17.5,6,6,binh thanh,tp ho chi minh,9500000000
5.0,14.0,2,1,thuan an,binh duong,2650000000
7.0,10.0,4,4,ha dong,ha noi,18400000000
5.0,14.0,4,3,quan 12,tp ho chi minh,2850000000
5.0,14.0,2,2,binh thanh,tp ho chi minh,870000000
7.0,10.0,4,3,dong da,ha noi,7000000000
5.0,14.0,5,4,tan binh,tp ho chi minh,6000000000
5.0,14.0,4,3,quan 5,tp ho chi minh,1160000000
5.0,14.0,10,3,thu duc,tp ho chi minh,5110000000
3.5,20.0,4,3,tay ho,ha noi,7200000000
5.0,14.0,3,3,quan 1,tp ho chi minh,17000000000
5.0,14.0,9,10,phu nhuan,tp ho chi minh,6900000000
3.5,20.0,3,2,thu duc,tp ho chi minh,4600000000
7.0,10.0,4,3,cau giay,ha noi,6900000000
5.0,14.0,4,2,quan 12,tp ho chi minh,4600000000
10.0,7.0,4,3,vung tau,ba ria-vung tau,5200000000
5.0,14.0,2,2,phu nhuan,tp ho chi minh,1250000000
5.0,14.0,4,5,tan binh,tp ho chi minh,8600000000
5.0,14.0,3,3,quan 10,tp ho chi minh,1150000000
5.0,14.0,4,3,bac tu liem,ha noi,5200000000
14.0,5.0,4,3,thu duc,tp ho chi minh,2850000000
7.0,10.0,4,4,thanh xuan,ha noi,5000000000
7.0,10.0,4,3,vung tau,ba ria-vung tau,3100000000
7.0,10.0,3,4,cau giay,ha noi,6200000000
5.2,13.5,4,4,long bien,ha noi,5600000000
7.0,10.0,3,4,cau giay,ha noi,5550000000
5.0,14.0,2,2,quan 10,tp ho chi minh,1260000000
7.0,10.0,7,7,cau giay,ha noi,16500000000
3.9,18.0,5,6,quan 10,tp ho chi minh,11200000000
4.4,16.0,4,3,quan 5,tp ho chi minh,8900000000
